invoice#,date,country,product_id,shop,gender,size_us,size_europe,size_uk,unit_price,discount,year,month,sale_price
64588,18-10-2016,Canada,2193,CAN2,Male,10,43,9.5,179.00,0%,2016,10,179.00
64589,18-10-2016,United States,2155,US12,Male,9.5,42-43,9,159.00,30%,2016,10,111.30
64589,18-10-2016,United States,2238,US12,Male,10.5,43-44,10,189.00,0%,2016,10,189.00
64589,18-10-2016,United States,2205,US12,Male,11,44,10.5,139.00,0%,2016,10,139.00
64590,18-10-2016,United States,2205,US12,Female,9,39-40,7,149.00,0%,2016,10,149.00
64591,18-10-2016,United States,2200,US8,Female,7.5,38,5.5,149.00,0%,2016,10,149.00
64592,18-10-2016,Canada,2202,CAN3,Male,11,44,10.5,159.00,50%,2016,10,79.50
64593,18-10-2016,Germany,2223,GER2,Female,7,37-38,5,169.00,50%,2016,10,84.50
64594,18-10-2016,United States,2238,US12,Male,8.5,41-42,8,169.00,10%,2016,10,152.10
64595,19-10-2016,Germany,2192,GER2,Female,4.5,35,2.5,149.00,0%,2016,10,149.00
64596,19-10-2016,Germany,2201,GER1,Male,11,44,10.5,189.00,0%,2016,10,189.00
64597,19-10-2016,United States,2153,US12,Male,10,43,9.5,169.00,0%,2016,10,169.00
64598,19-10-2016,Germany,2169,GER1,Female,8.5,39,6.5,139.00,30%,2016,10,97.30
64599,19-10-2016,United States,2170,US12,Female,12,42-43,10,169.00,0%,2016,10,169.00
64600,19-10-2016,United States,2237,US2,Female,7.5,38,5.5,189.00,30%,2016,10,132.30
64601,19-10-2016,Canada,2232,CAN1,Male,6.5,39,6,169.00,0%,2016,10,169.00
64601,19-10-2016,Canada,2177,CAN3,Male,9.5,42-43,9,129.00,0%,2016,10,129.00
64602,19-10-2016,United States,2212,US6,Male,10.5,43-44,10,129.00,50%,2016,10,64.50
64603,19-10-2016,Germany,2158,GER1,Male,9.5,42-43,9,159.00,30%,2016,10,111.30
64604,19-10-2016,Germany,2218,GER1,Male,14,47,13.5,149.00,50%,2016,10,74.50
64605,19-10-2016,Germany,2165,GER3,Male,11.5,44-45,11,159.00,0%,2016,10,159.00
64606,19-10-2016,United Kingdom,2225,UK4,Female,9.5,40,7.5,149.00,0%,2016,10,149.00
64607,19-10-2016,United States,2242,US15,Female,8.5,39,6.5,139.00,20%,2016,10,111.20
64608,19-10-2016,United States,2213,US13,Male,10.5,43-44,10,149.00,30%,2016,10,104.30
64609,19-10-2016,Canada,2233,CAN5,Male,9,42,8.5,139.00,0%,2016,10,139.00
64610,19-10-2016,United States,2227,US14,Female,10.5,41,8.5,199.00,20%,2016,10,159.20
64611,19-10-2016,Germany,2223,GER1,Female,10.5,41,8.5,169.00,0%,2016,10,169.00
64612,19-10-2016,United States,2242,US14,Male,9.5,42-43,9,149.00,50%,2016,10,74.50
64613,19-10-2016,United States,2221,US7,Male,10,43,9.5,189.00,0%,2016,10,189.00
64614,19-10-2016,United States,2183,US8,Male,12,45,11.5,159.00,0%,2016,10,159.00
64615,19-10-2016,Canada,2221,CAN2,Male,7,40,6.5,159.00,0%,2016,10,159.00
64616,20-10-2016,United Kingdom,2228,UK3,Female,8,38-39,6,189.00,0%,2016,10,189.00
64617,20-10-2016,United States,2181,US12,Male,8,41,7.5,139.00,30%,2016,10,97.30
64618,20-10-2016,Germany,2190,GER1,Female,8.5,39,6.5,129.00,0%,2016,10,129.00
64619,20-10-2016,United Kingdom,2237,UK2,Female,12,42-43,10,179.00,20%,2016,10,143.20
64620,20-10-2016,United States,2154,US13,Female,12,42-43,10,179.00,10%,2016,10,161.10
64621,20-10-2016,Germany,2186,GER2,Male,9.5,42-43,9,159.00,20%,2016,10,127.20
64622,20-10-2016,Germany,2192,GER1,Male,9.5,42-43,9,159.00,0%,2016,10,159.00
64623,20-10-2016,Germany,2177,GER1,Female,8,38-39,6,179.00,10%,2016,10,161.10
64624,20-10-2016,Germany,2160,GER1,Female,8,38-39,6,159.00,30%,2016,10,111.30
64625,20-10-2016,United States,2230,US14,Female,9,39-40,7,129.00,20%,2016,10,103.20
64626,20-10-2016,United States,2225,US8,Male,7.5,40-41,7,159.00,0%,2016,10,159.00
64627,20-10-2016,United States,2153,US1,Female,8.5,39,6.5,199.00,50%,2016,10,99.50
64628,20-10-2016,Germany,2187,GER1,Female,8.5,39,6.5,149.00,10%,2016,10,134.10
64629,20-10-2016,Germany,2170,GER2,Male,10,43,9.5,129.00,0%,2016,10,129.00
64630,20-10-2016,United States,2205,US9,Female,7,37-38,5,169.00,0%,2016,10,169.00
64631,20-10-2016,Canada,2211,CAN7,Male,11.5,44-45,11,179.00,0%,2016,10,179.00
64632,20-10-2016,United States,2151,US9,Male,8.5,41-42,8,199.00,0%,2016,10,199.00
64633,20-10-2016,Canada,2201,CAN6,Male,11.5,44-45,11,139.00,0%,2016,10,139.00
64634,20-10-2016,Canada,2231,CAN1,Female,10.5,41,8.5,169.00,0%,2016,10,169.00
64635,20-10-2016,United States,2185,US14,Female,11,41-42,9,169.00,30%,2016,10,118.30
64636,20-10-2016,Germany,2242,GER1,Male,10.5,43-44,10,179.00,0%,2016,10,179.00
64637,20-10-2016,Canada,2180,CAN6,Male,11.5,44-45,11,179.00,0%,2016,10,179.00
64638,20-10-2016,United States,2237,US12,Female,8.5,39,6.5,169.00,50%,2016,10,84.50
64639,20-10-2016,United States,2213,US2,Female,7.5,38,5.5,129.00,30%,2016,10,90.30
64640,20-10-2016,United Kingdom,2150,UK3,Male,10.5,43-44,10,189.00,0%,2016,10,189.00
64641,20-10-2016,United States,2211,US1,Male,13,46,12.5,149.00,0%,2016,10,149.00
64642,20-10-2016,United States,2192,US13,Female,6,36-37,4,129.00,20%,2016,10,103.20
64643,20-10-2016,United States,2179,US13,Female,9.5,40,7.5,179.00,0%,2016,10,179.00
64644,21-10-2016,United Kingdom,2169,UK2,Female,8.5,39,6.5,139.00,0%,2016,10,139.00
64645,21-10-2016,United States,2230,US13,Male,10.5,43-44,10,199.00,0%,2016,10,199.00
64646,21-10-2016,Germany,2179,GER1,Male,9.5,42-43,9,199.00,0%,2016,10,199.00
64647,21-10-2016,Germany,2183,GER1,Female,7.5,38,5.5,139.00,20%,2016,10,111.20
64648,21-10-2016,Germany,2234,GER1,Male,6,39,5.5,129.00,30%,2016,10,90.30
64649,21-10-2016,United States,2193,US3,Female,8.5,39,6.5,139.00,0%,2016,10,139.00
64650,21-10-2016,Germany,2163,GER1,Female,8,38-39,6,169.00,0%,2016,10,169.00
64651,21-10-2016,United Kingdom,2162,UK3,Male,10.5,43-44,10,189.00,0%,2016,10,189.00
64652,21-10-2016,United Kingdom,2161,UK3,Female,8,38-39,6,149.00,50%,2016,10,74.50
64653,21-10-2016,United States,2239,US4,Female,7,37-38,5,189.00,30%,2016,10,132.30
64654,21-10-2016,Canada,2228,CAN2,Male,9.5,42-43,9,129.00,20%,2016,10,103.20
64655,21-10-2016,United States,2187,US14,Male,9.5,42-43,9,199.00,30%,2016,10,139.30
64655,21-10-2016,United States,2217,US14,Male,10,43,9.5,129.00,0%,2016,10,129.00
64656,21-10-2016,United States,2183,US8,Male,12,45,11.5,159.00,0%,2016,10,159.00
64657,21-10-2016,United States,2158,US13,Male,9.5,42-43,9,139.00,0%,2016,10,139.00
64658,21-10-2016,United States,2209,US5,Male,9,42,8.5,199.00,0%,2016,10,199.00
64659,21-10-2016,Germany,2165,GER3,Male,11.5,44-45,11,159.00,0%,2016,10,159.00
64660,21-10-2016,Canada,2201,CAN7,Male,11,44,10.5,129.00,30%,2016,10,90.30
64661,21-10-2016,United Kingdom,2190,UK1,Male,8,41,7.5,189.00,50%,2016,10,94.50
64662,21-10-2016,United States,2147,US12,Male,6,39,5.5,189.00,50%,2016,10,94.50
64662,21-10-2016,United States,2231,US12,Male,9,42,8.5,129.00,30%,2016,10,90.30
64663,21-10-2016,United Kingdom,2237,UK2,Female,12,42-43,10,179.00,20%,2016,10,143.20
64664,21-10-2016,United States,2221,US7,Male,10,43,9.5,189.00,0%,2016,10,189.00
64665,22-10-2016,Canada,2165,CAN7,Male,9,42,8.5,149.00,10%,2016,10,134.10
64666,22-10-2016,Germany,2199,GER1,Female,8,38-39,6,149.00,50%,2016,10,74.50
64667,22-10-2016,Canada,2197,CAN6,Male,8.5,41-42,8,139.00,0%,2016,10,139.00
64668,22-10-2016,United States,2231,US8,Male,9.5,42-43,9,149.00,20%,2016,10,119.20
64669,22-10-2016,United States,2240,US6,Male,9.5,42-43,9,199.00,0%,2016,10,199.00
64670,22-10-2016,Canada,2192,CAN3,Male,7.5,40-41,7,139.00,20%,2016,10,111.20
64671,22-10-2016,Germany,2234,GER1,Male,9.5,42-43,9,149.00,0%,2016,10,149.00
64672,22-10-2016,United States,2170,US12,Male,9,42,8.5,189.00,0%,2016,10,189.00
64673,22-10-2016,Germany,2181,GER3,Male,9.5,42-43,9,199.00,0%,2016,10,199.00
64674,22-10-2016,Germany,2190,GER2,Male,8,41,7.5,149.00,30%,2016,10,104.30
64675,22-10-2016,Canada,2219,CAN6,Male,9,42,8.5,169.00,0%,2016,10,169.00
64676,22-10-2016,United States,2234,US13,Female,7,37-38,5,139.00,0%,2016,10,139.00
64677,22-10-2016,Canada,2198,CAN1,Female,9,39-40,7,139.00,50%,2016,10,69.50
64678,22-10-2016,United States,2177,US13,Male,8,41,7.5,139.00,0%,2016,10,139.00
64679,22-10-2016,United Kingdom,2164,UK2,Female,11,41-42,9,159.00,50%,2016,10,79.50
64680,22-10-2016,United States,2188,US15,Male,8.5,41-42,8,169.00,50%,2016,10,84.50
64681,22-10-2016,Germany,2186,GER2,Male,9.5,42-43,9,179.00,0%,2016,10,179.00
64682,22-10-2016,Germany,2213,GER2,Female,7,37-38,5,179.00,20%,2016,10,143.20
64683,22-10-2016,Germany,2161,GER3,Male,8,41,7.5,179.00,0%,2016,10,179.00
64684,22-10-2016,United States,2226,US13,Male,9.5,42-43,9,149.00,0%,2016,10,149.00
64685,22-10-2016,Germany,2183,GER1,Female,7.5,38,5.5,139.00,20%,2016,10,111.20
64686,22-10-2016,United Kingdom,2236,UK4,Male,7,40,6.5,129.00,30%,2016,10,90.30
64687,22-10-2016,United States,2208,US12,Male,11.5,44-45,11,189.00,0%,2016,10,189.00
64688,22-10-2016,United States,2230,US13,Male,10.5,43-44,10,199.00,0%,2016,10,199.00
64689,22-10-2016,Canada,2198,CAN6,Male,9.5,42-43,9,179.00,10%,2016,10,161.10
64690,22-10-2016,United States,2236,US1,Male,9.5,42-43,9,169.00,0%,2016,10,169.00
64691,23-10-2016,Canada,2165,CAN7,Male,9,42,8.5,149.00,10%,2016,10,134.10
64692,23-10-2016,Germany,2149,GER1,Male,10,43,9.5,129.00,0%,2016,10,129.00
64693,23-10-2016,United States,2193,US14,Female,9.5,40,7.5,139.00,0%,2016,10,139.00
64694,23-10-2016,Canada,2169,CAN6,Male,10,43,9.5,169.00,50%,2016,10,84.50
64695,23-10-2016,United States,2226,US7,Male,11.5,44-45,11,169.00,0%,2016,10,169.00
64696,23-10-2016,United States,2157,US8,Female,8.5,39,6.5,149.00,0%,2016,10,149.00
64697,23-10-2016,Germany,2158,GER1,Male,9.5,42-43,9,159.00,30%,2016,10,111.30
64698,23-10-2016,United States,2151,US9,Male,8.5,41-42,8,199.00,0%,2016,10,199.00
64699,23-10-2016,Germany,2197,GER1,Female,7.5,38,5.5,169.00,0%,2016,10,169.00
64700,23-10-2016,United States,2222,US13,Male,9.5,42-43,9,179.00,10%,2016,10,161.10
64701,23-10-2016,United States,2229,US15,Male,9,42,8.5,169.00,50%,2016,10,84.50
64702,23-10-2016,United States,2212,US2,Male,10.5,43-44,10,129.00,30%,2016,10,90.30
64703,23-10-2016,Germany,2154,GER1,Male,9.5,42-43,9,199.00,20%,2016,10,159.20
64704,23-10-2016,United States,2185,US1,Female,9.5,40,7.5,129.00,0%,2016,10,129.00
64705,23-10-2016,Germany,2156,GER2,Female,7,37-38,5,169.00,0%,2016,10,169.00
64706,23-10-2016,United Kingdom,2176,UK1,Male,10.5,43-44,10,199.00,0%,2016,10,199.00
64707,23-10-2016,Germany,2153,GER2,Female,6.5,37,4.5,139.00,10%,2016,10,125.10
64708,23-10-2016,Germany,2177,GER1,Male,10.5,43-44,10,179.00,0%,2016,10,179.00
64709,23-10-2016,United States,2148,US13,Male,13,46,12.5,179.00,0%,2016,10,179.00
64710,23-10-2016,Canada,2192,CAN3,Male,7.5,40-41,7,139.00,20%,2016,10,111.20
64711,23-10-2016,United States,2208,US12,Male,11.5,44-45,11,189.00,0%,2016,10,189.00
64712,23-10-2016,United States,2168,US13,Male,9,42,8.5,149.00,0%,2016,10,149.00
64713,23-10-2016,Germany,2241,GER1,Male,7.5,40-41,7,149.00,10%,2016,10,134.10
64714,23-10-2016,Germany,2234,GER1,Female,8,38-39,6,179.00,30%,2016,10,125.30
64715,24-10-2016,Germany,2171,GER1,Male,9,42,8.5,149.00,0%,2016,10,149.00
64716,24-10-2016,United States,2195,US11,Female,8,38-39,6,179.00,0%,2016,10,179.00
64717,24-10-2016,United States,2152,US8,Female,9.5,40,7.5,189.00,20%,2016,10,151.20
64718,24-10-2016,Canada,2239,CAN2,Male,6,39,5.5,189.00,10%,2016,10,170.10
64719,24-10-2016,United States,2211,US5,Male,9.5,42-43,9,139.00,0%,2016,10,139.00
64720,24-10-2016,Canada,2177,CAN5,Female,7,37-38,5,149.00,10%,2016,10,134.10
64721,24-10-2016,Germany,2192,GER1,Male,9.5,42-43,9,159.00,0%,2016,10,159.00
64722,24-10-2016,United States,2203,US15,Male,10,43,9.5,189.00,0%,2016,10,189.00
64723,24-10-2016,United States,2213,US12,Female,7.5,38,5.5,199.00,0%,2016,10,199.00
64723,24-10-2016,United States,2212,US2,Male,10.5,43-44,10,129.00,30%,2016,10,90.30
64724,24-10-2016,United States,2161,US15,Male,11.5,44-45,11,169.00,0%,2016,10,169.00
64724,24-10-2016,United States,2185,US14,Male,7.5,40-41,7,139.00,0%,2016,10,139.00
64724,24-10-2016,United States,2215,US6,Male,9.5,42-43,9,169.00,0%,2016,10,169.00
64724,24-10-2016,United States,2197,US9,Male,6,39,5.5,149.00,10%,2016,10,134.10
64725,24-10-2016,United States,2190,US13,Male,9.5,42-43,9,149.00,10%,2016,10,134.10
64726,24-10-2016,Germany,2149,GER1,Female,7.5,38,5.5,129.00,10%,2016,10,116.10
64727,24-10-2016,Germany,2169,GER3,Male,10.5,43-44,10,199.00,30%,2016,10,139.30
64727,24-10-2016,Germany,2190,GER3,Male,10,43,9.5,189.00,0%,2016,10,189.00
64728,24-10-2016,Germany,2205,GER2,Male,9,42,8.5,139.00,20%,2016,10,111.20
64729,24-10-2016,United States,2158,US13,Male,9.5,42-43,9,139.00,0%,2016,10,139.00
64730,24-10-2016,United States,2147,US12,Male,6,39,5.5,189.00,50%,2016,10,94.50
64731,24-10-2016,United Kingdom,2217,UK4,Female,8.5,39,6.5,179.00,30%,2016,10,125.30
64732,24-10-2016,Germany,2187,GER1,Male,8.5,41-42,8,149.00,0%,2016,10,149.00
64733,24-10-2016,United States,2239,US12,Female,9,39-40,7,129.00,50%,2016,10,64.50
64734,24-10-2016,Germany,2184,GER2,Female,8,38-39,6,169.00,0%,2016,10,169.00
64735,25-10-2016,United States,2195,US13,Male,9,42,8.5,179.00,0%,2016,10,179.00
64736,25-10-2016,United States,2194,US15,Female,7.5,38,5.5,129.00,0%,2016,10,129.00
64737,25-10-2016,United States,2236,US7,Female,12,42-43,10,159.00,30%,2016,10,111.30
64737,25-10-2016,United States,2167,US6,Male,10,43,9.5,169.00,30%,2016,10,118.30
64738,25-10-2016,United States,2189,US13,Female,8,38-39,6,139.00,0%,2016,10,139.00
64739,25-10-2016,Germany,2226,GER1,Male,14,47,13.5,129.00,0%,2016,10,129.00
64740,25-10-2016,United States,2215,US8,Female,10.5,41,8.5,149.00,0%,2016,10,149.00
64741,25-10-2016,Canada,2184,CAN6,Male,9,42,8.5,189.00,50%,2016,10,94.50
64742,25-10-2016,United States,2148,US12,Female,8.5,39,6.5,169.00,0%,2016,10,169.00
64742,25-10-2016,United States,2217,US12,Female,8.5,39,6.5,159.00,50%,2016,10,79.50
64743,25-10-2016,Canada,2213,CAN6,Female,8.5,39,6.5,149.00,0%,2016,10,149.00
64744,25-10-2016,United States,2185,US1,Female,9.5,40,7.5,129.00,0%,2016,10,129.00
64745,25-10-2016,Canada,2170,CAN3,Female,7,37-38,5,149.00,0%,2016,10,149.00
64746,25-10-2016,Germany,2181,GER3,Male,9.5,42-43,9,199.00,0%,2016,10,199.00
64746,25-10-2016,Germany,2169,GER3,Male,10.5,43-44,10,199.00,30%,2016,10,139.30
64747,25-10-2016,United States,2177,US13,Male,8,41,7.5,139.00,0%,2016,10,139.00
64748,25-10-2016,United Kingdom,2212,UK5,Male,9.5,42-43,9,149.00,0%,2016,10,149.00
64749,26-10-2016,Germany,2216,GER2,Female,5.5,36,3.5,139.00,0%,2016,10,139.00
64750,26-10-2016,United States,2168,US13,Male,9,42,8.5,149.00,0%,2016,10,149.00
64751,26-10-2016,United States,2152,US14,Male,6,39,5.5,159.00,30%,2016,10,111.30
64751,26-10-2016,United States,2236,US7,Female,12,42-43,10,159.00,30%,2016,10,111.30
64752,26-10-2016,Canada,2174,CAN5,Female,7.5,38,5.5,179.00,50%,2016,10,89.50
64753,26-10-2016,Germany,2236,GER1,Male,10.5,43-44,10,179.00,50%,2016,10,89.50
64754,26-10-2016,United States,2152,US15,Female,8,38-39,6,189.00,0%,2016,10,189.00
64755,26-10-2016,United States,2186,US12,Female,8.5,39,6.5,159.00,10%,2016,10,143.10
64756,26-10-2016,Germany,2190,GER3,Male,10,43,9.5,189.00,0%,2016,10,189.00
64756,26-10-2016,Germany,2226,GER1,Male,14,47,13.5,129.00,0%,2016,10,129.00
64757,26-10-2016,United Kingdom,2214,UK5,Male,9.5,42-43,9,189.00,0%,2016,10,189.00
64758,26-10-2016,United States,2216,US12,Male,10.5,43-44,10,129.00,0%,2016,10,129.00
64759,26-10-2016,United States,2195,US13,Male,9,42,8.5,179.00,0%,2016,10,179.00
64759,26-10-2016,United States,2148,US12,Female,8.5,39,6.5,169.00,0%,2016,10,169.00
64760,26-10-2016,United States,2181,US8,Female,8,38-39,6,139.00,0%,2016,10,139.00
64761,26-10-2016,United States,2226,US13,Male,9.5,42-43,9,149.00,0%,2016,10,149.00
64762,26-10-2016,Canada,2155,CAN2,Male,12,45,11.5,199.00,0%,2016,10,199.00
64763,26-10-2016,Germany,2158,GER1,Male,9.5,42-43,9,159.00,30%,2016,10,111.30
64763,26-10-2016,Germany,2181,GER3,Male,9.5,42-43,9,199.00,0%,2016,10,199.00
64764,26-10-2016,United States,2173,US15,Male,10.5,43-44,10,139.00,0%,2016,10,139.00
64765,26-10-2016,United States,2167,US12,Male,9.5,42-43,9,189.00,0%,2016,10,189.00
64766,26-10-2016,United States,2195,US11,Female,8,38-39,6,179.00,0%,2016,10,179.00
64767,26-10-2016,Germany,2242,GER2,Male,9.5,42-43,9,129.00,30%,2016,10,90.30
64768,27-10-2016,Germany,2177,GER1,Male,10.5,43-44,10,179.00,0%,2016,10,179.00
64769,27-10-2016,Germany,2233,GER1,Male,11,44,10.5,139.00,20%,2016,10,111.20
64770,27-10-2016,United States,2158,US13,Male,9.5,42-43,9,139.00,0%,2016,10,139.00
64771,27-10-2016,United States,2223,US13,Male,10.5,43-44,10,129.00,0%,2016,10,129.00
64772,27-10-2016,United States,2150,US13,Female,10.5,41,8.5,149.00,50%,2016,10,74.50
64773,27-10-2016,United States,2211,US1,Male,13,46,12.5,149.00,0%,2016,10,149.00
64773,27-10-2016,United States,2152,US14,Male,6,39,5.5,159.00,30%,2016,10,111.30
64774,27-10-2016,Germany,2158,GER3,Male,11,44,10.5,179.00,10%,2016,10,161.10
64775,27-10-2016,United States,2184,US12,Male,9,42,8.5,129.00,30%,2016,10,90.30
64776,27-10-2016,Germany,2229,GER2,Male,10.5,43-44,10,129.00,0%,2016,10,129.00
64777,27-10-2016,Germany,2169,GER3,Male,10.5,43-44,10,199.00,30%,2016,10,139.30
64777,27-10-2016,Germany,2190,GER3,Male,10,43,9.5,189.00,0%,2016,10,189.00
64778,27-10-2016,United Kingdom,2150,UK3,Male,10.5,43-44,10,189.00,0%,2016,10,189.00
64779,27-10-2016,United States,2168,US13,Male,9,42,8.5,149.00,0%,2016,10,149.00
64779,27-10-2016,United States,2195,US13,Male,9,42,8.5,179.00,0%,2016,10,179.00
64780,27-10-2016,Germany,2209,GER3,Female,7.5,38,5.5,169.00,20%,2016,10,135.20
64781,27-10-2016,United States,2198,US1,Male,9.5,42-43,9,199.00,10%,2016,10,179.10
64782,27-10-2016,Germany,2166,GER2,Female,5.5,36,3.5,149.00,10%,2016,10,134.10
64783,27-10-2016,Germany,2241,GER1,Male,7.5,40-41,7,149.00,10%,2016,10,134.10
64784,27-10-2016,United States,2152,US13,Male,10.5,43-44,10,199.00,30%,2016,10,139.30
64785,28-10-2016,United States,2156,US14,Male,9,42,8.5,179.00,20%,2016,10,143.20
64786,28-10-2016,Germany,2231,GER1,Male,6,39,5.5,149.00,0%,2016,10,149.00
64787,28-10-2016,Canada,2208,CAN6,Female,7,37-38,5,129.00,0%,2016,10,129.00
64788,28-10-2016,United States,2223,US13,Male,10.5,43-44,10,129.00,0%,2016,10,129.00
64789,28-10-2016,United States,2155,US15,Female,10.5,41,8.5,169.00,0%,2016,10,169.00
64790,28-10-2016,United States,2157,US12,Male,9.5,42-43,9,139.00,0%,2016,10,139.00
64791,28-10-2016,Germany,2233,GER2,Female,8,38-39,6,179.00,0%,2016,10,179.00
64792,28-10-2016,United States,2230,US13,Female,7.5,38,5.5,199.00,30%,2016,10,139.30
64792,28-10-2016,United States,2218,US10,Female,9,39-40,7,139.00,0%,2016,10,139.00
64793,28-10-2016,United States,2189,US13,Female,8,38-39,6,139.00,0%,2016,10,139.00
64794,28-10-2016,United States,2211,US13,Female,8,38-39,6,129.00,0%,2016,10,129.00
64794,28-10-2016,United States,2161,US2,Male,11,44,10.5,189.00,0%,2016,10,189.00
64795,28-10-2016,Germany,2159,GER2,Female,8,38-39,6,159.00,0%,2016,10,159.00
64796,28-10-2016,Germany,2163,GER1,Female,7.5,38,5.5,199.00,0%,2016,10,199.00
64797,28-10-2016,United Kingdom,2190,UK1,Male,8,41,7.5,189.00,50%,2016,10,94.50
64798,28-10-2016,Germany,2207,GER1,Male,10.5,43-44,10,179.00,0%,2016,10,179.00
64799,28-10-2016,United Kingdom,2171,UK1,Female,8.5,39,6.5,199.00,10%,2016,10,179.10
64800,28-10-2016,Germany,2152,GER2,Male,9.5,42-43,9,189.00,0%,2016,10,189.00
64801,28-10-2016,Germany,2194,GER2,Female,8.5,39,6.5,159.00,0%,2016,10,159.00
64802,28-10-2016,Germany,2231,GER2,Female,7.5,38,5.5,149.00,30%,2016,10,104.30
64803,28-10-2016,Germany,2200,GER1,Male,10,43,9.5,169.00,50%,2016,10,84.50
64804,28-10-2016,Canada,2220,CAN7,Male,8.5,41-42,8,129.00,0%,2016,10,129.00
64805,28-10-2016,United Kingdom,2195,UK2,Female,8,38-39,6,129.00,20%,2016,10,103.20
64806,28-10-2016,United States,2239,US13,Male,10,43,9.5,149.00,10%,2016,10,134.10
64807,28-10-2016,United States,2174,US15,Male,9.5,42-43,9,149.00,30%,2016,10,104.30
64808,28-10-2016,Germany,2211,GER2,Male,9.5,42-43,9,169.00,0%,2016,10,169.00
64809,29-10-2016,United States,2220,US13,Female,8,38-39,6,159.00,0%,2016,10,159.00
64810,29-10-2016,United States,2190,US13,Male,9.5,42-43,9,149.00,10%,2016,10,134.10
64810,29-10-2016,United States,2163,US13,Male,10.5,43-44,10,129.00,0%,2016,10,129.00
64811,29-10-2016,Canada,2174,CAN5,Female,7.5,38,5.5,179.00,50%,2016,10,89.50
64812,29-10-2016,United States,2200,US8,Female,7.5,38,5.5,149.00,0%,2016,10,149.00
64812,29-10-2016,United States,2218,US10,Female,9,39-40,7,139.00,0%,2016,10,139.00
64813,29-10-2016,Germany,2226,GER1,Male,14,47,13.5,129.00,0%,2016,10,129.00
64814,29-10-2016,Germany,2242,GER1,Female,9.5,40,7.5,199.00,20%,2016,10,159.20
64815,29-10-2016,United States,2235,US13,Female,8,38-39,6,159.00,10%,2016,10,143.10
64816,29-10-2016,Germany,2174,GER3,Male,8,41,7.5,129.00,0%,2016,10,129.00
64817,29-10-2016,Germany,2170,GER2,Female,7.5,38,5.5,199.00,0%,2016,10,199.00
64818,29-10-2016,Germany,2207,GER2,Male,11,44,10.5,149.00,20%,2016,10,119.20
64819,29-10-2016,Germany,2216,GER1,Male,11.5,44-45,11,169.00,0%,2016,10,169.00
64820,29-10-2016,Germany,2225,GER2,Female,8.5,39,6.5,169.00,50%,2016,10,84.50
64821,29-10-2016,Canada,2220,CAN6,Male,9,42,8.5,189.00,20%,2016,10,151.20
64822,29-10-2016,Canada,2201,CAN7,Male,11,44,10.5,129.00,30%,2016,10,90.30
64823,29-10-2016,United States,2230,US5,Female,8,38-39,6,179.00,0%,2016,10,179.00
64824,29-10-2016,Germany,2159,GER2,Female,8,38-39,6,159.00,0%,2016,10,159.00
64825,29-10-2016,Canada,2226,CAN7,Male,10,43,9.5,129.00,20%,2016,10,103.20
64826,29-10-2016,Canada,2153,CAN6,Male,11,44,10.5,139.00,0%,2016,10,139.00
64827,29-10-2016,United States,2185,US14,Male,7.5,40-41,7,139.00,0%,2016,10,139.00
64828,29-10-2016,Canada,2235,CAN1,Male,9,42,8.5,199.00,0%,2016,10,199.00
64829,29-10-2016,Germany,2217,GER2,Female,9.5,40,7.5,149.00,10%,2016,10,134.10
64830,30-10-2016,United Kingdom,2148,UK2,Male,9.5,42-43,9,139.00,0%,2016,10,139.00
64831,30-10-2016,United States,2226,US11,Male,9,42,8.5,159.00,0%,2016,10,159.00
64832,30-10-2016,Canada,2167,CAN6,Female,7.5,38,5.5,199.00,30%,2016,10,139.30
64833,30-10-2016,Canada,2160,CAN5,Male,9,42,8.5,169.00,0%,2016,10,169.00
64834,30-10-2016,United States,2184,US12,Male,9,42,8.5,129.00,30%,2016,10,90.30
64835,30-10-2016,United States,2217,US6,Female,7.5,38,5.5,159.00,0%,2016,10,159.00
64835,30-10-2016,United States,2177,US7,Male,8,41,7.5,199.00,0%,2016,10,199.00
64836,30-10-2016,Germany,2236,GER3,Female,7.5,38,5.5,139.00,50%,2016,10,69.50
64836,30-10-2016,Germany,2199,GER1,Female,8,38-39,6,149.00,50%,2016,10,74.50
64836,30-10-2016,Germany,2229,GER2,Male,10.5,43-44,10,129.00,0%,2016,10,129.00
64836,30-10-2016,Germany,2179,GER3,Female,9.5,40,7.5,139.00,20%,2016,10,111.20
64837,30-10-2016,United States,2216,US12,Female,7.5,38,5.5,159.00,0%,2016,10,159.00
64837,30-10-2016,United States,2222,US13,Male,9.5,42-43,9,179.00,10%,2016,10,161.10
64838,30-10-2016,Germany,2225,GER1,Female,8,38-39,6,199.00,50%,2016,10,99.50
64839,30-10-2016,Canada,2220,CAN2,Female,8,38-39,6,199.00,10%,2016,10,179.10
64840,30-10-2016,Germany,2209,GER1,Male,9,42,8.5,129.00,50%,2016,10,64.50
64841,30-10-2016,Canada,2213,CAN7,Male,10,43,9.5,199.00,0%,2016,10,199.00
64842,30-10-2016,Germany,2236,GER1,Male,10.5,43-44,10,179.00,50%,2016,10,89.50
64843,30-10-2016,United States,2179,US3,Male,10.5,43-44,10,139.00,50%,2016,10,69.50
64844,30-10-2016,Germany,2174,GER3,Male,8,41,7.5,129.00,0%,2016,10,129.00
64845,30-10-2016,United States,2200,US13,Female,6,36-37,4,169.00,10%,2016,10,152.10
